id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,s_edu,s_political,s_hukou,s_work_exper,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,F,Z,q
7395,3,2,5,9,25,2015/8/7 9:11,1,22,1,1,1,4,2,7000,1,80,0,0,0,0,1,0,0,0,0,172,170,5,5,5,1,1,1,1,1,1,5,1,5,5,4,5,5,4,4,1,5,5,5,1,3,3,2,5,4,2,4,1,1,2,1,1,1,1,2,2,30000,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,19,4,1,4,5,3,1,2,3,1,2,3,2,3,3,700000,5,4,4,3,5,5,1,1,1,1,1,5,80,70,80,100,60,80,100,100,70,0,1,-3
7396,2,1,12,32,60,2015/7/30 11:06,1,63,1,1,1,3,2,12000,1,100,0,1,0,0,0,0,0,0,0,158,130,3,4,3,2,1,2,2,5,5,1,1,1,4,3,5,4,4,4,1,3,4,5,5,2,4,2,6,2,1,2,5,5,5,5,4,2,1,2,2,72000,7,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,35,59,3,1,2,4,1,1,2,1,1,2,3,2,3,3,12000,2,1,2,2,3,3,3,3,1,3,1,3,60,50,50,50,50,50,55,40,60,0,0,-4
7397,2,2,22,66,105,2015/7/7 13:10,2,83,1,1,1,1,1,2000,1,120,0,0,1,0,0,0,0,0,0,155,105,3,3,2,1,1,1,1,1,4,1,1,1,5,3,5,5,4,5,5,5,5,5,5,4,3,2,2,2,1,2,4,5,6,7,4,1,1,2,2,28000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,33,59,1,1,1,2,1,1,4,1,1,2,3,2,4,2,40000,4,3,4,3,3,3,2,4,3,3,1,3,70,80,60,65,75,70,80,65,80,-1,2,24
7398,3,1,9,20,42,2015/7/8 9:11,2,34,1,1,1,4,4,0,1,113,0,1,1,0,0,0,0,0,0,158,130,4,4,3,1,2,1,1,1,5,1,1,1,5,3,5,5,3,3,3,2,5,5,5,4,4,1,2,2,1,2,7,7,9,2,5,2,2,2,2,100000,3,4,2,2,0,1,0,0,0,0,0,0,0,0,2,2,3,13,42,7,1,2,1,4,1,10,1,1,2,1,2,4,2,100000,3,3,3,3,4,4,3,4,3,3,3,4,80,80,80,80,80,80,80,80,80,0,2,-8
7399,1,1,27,79,119,2015/7/24 18:10,1,30,1,1,1,12,4,20000,1,50,0,0,0,0,0,0,0,0,1,183,150,4,5,4,1,3,1,1,1,1,5,1,2,3,3,5,5,4,4,2,5,5,5,1,3,4,1,7,5,4,4,4,3,5,4,1,1,1,2,2,20000,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,4,0,1,3,3,1,2,3,1,2,3,2,4,3,40000,3,2,4,4,4,5,3,4,2,2,1,2,70,50,50,60,50,50,60,60,60,1,1,0
7400,3,1,13,36,66,2015/9/21 18:39,2,27,8,1,1,4,4,0,1,400,0,0,0,0,0,0,0,1,0,145,110,4,4,4,2,1,2,2,2,5,5,5,1,5,1,4,5,2,2,5,4,5,4,2,4,4,2,2,3,1,4,5,4,6,4,4,1,2,2,2,25000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,5,31,4,1,2,1,3,1,2,3,1,2,2,1,5,2,60000,5,4,4,3,5,3,2,3,2,2,2,5,80,70,75,70,70,65,70,85,70,1,1,-4
7401,4,1,18,52,86,2015/7/19 9:44,2,21,1,1,1,12,1,0,2,120,0,0,0,0,1,0,0,0,0,163,120,4,5,4,2,1,2,3,2,5,5,1,3,4,2,3,4,4,3,1,2,4,4,1,3,4,5,6,1,2,3,5,8,8,8,6,1,2,2,2,80000,5,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,21,4,0,1,3,7,4,1,7,2,1,2,1,3,2,200000,5,3,4,4,5,5,4,4,3,3,1,3,80,80,70,70,70,70,70,70,70,-3,3,0
7402,3,2,2,2,9,2015/7/24 10:14,1,59,8,1,1,4,2,5000,1,300,0,1,0,0,0,0,0,0,0,163,103,3,3,3,1,2,1,1,3,4,1,1,1,5,4,5,3,4,3,5,5,5,5,5,4,3,1,2,5,1,3,8,6,5,2,2,1,1,2,2,30000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,36,57,1,1,1,6,3,1,2,1,1,2,3,3,3,2,50000,4,4,4,4,4,4,4,4,3,3,2,4,70,50,70,60,60,70,70,70,70,2,-3,-2
7403,3,1,16,46,77,2015/7/26 15:41,2,81,1,1,1,1,1,1000,1,100,0,0,0,1,0,0,0,0,0,150,90,2,2,3,1,1,1,1,1,3,1,1,1,5,5,5,5,3,3,5,5,5,4,5,3,3,2,2,3,1,3,3,3,5,2,4,1,1,2,2,50000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,61,86,3,1,1,4,1,1,2,1,1,2,3,3,4,3,50000,4,2,2,3,4,4,4,4,3,3,1,4,80,40,80,50,50,50,80,50,50,0,2,-5
7404,3,2,18,54,88,2015/7/13 15:22,2,59,1,0,1,1,1,0,1,100,0,1,0,0,0,0,0,0,0,163,100,3,3,4,1,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,3,1,6,6,1,4,6,4,7,4,4,1,1,2,2,23000,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,37,60,4,1,1,3,1,1,2,1,1,2,2,1,4,2,20000,4,3,4,3,5,4,3,4,3,3,2,4,60,70,70,80,70,75,80,70,75,2,1,-1
7405,3,1,22,65,103,2015/7/2 16:52,1,28,1,1,1,12,4,50000,4,100,0,0,0,0,1,0,0,0,0,165,130,3,3,4,6,3,3,3,1,4,1,1,1,2,5,1,5,5,4,3,1,3,3,5,2,3,4,7,5,6,4,5,5,6,5,5,1,1,2,2,70000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,4,0,1,3,10,4,1,10,1,1,2,1,4,2,50000,4,4,4,4,5,4,4,4,4,4,4,2,90,90,80,90,85,85,85,85,80,0,1,0
7406,3,1,13,36,67,2015/9/9 10:48,1,77,1,1,1,6,4,0,1,136,0,0,0,0,0,0,0,1,0,165,126,4,4,5,5,2,5,4,2,5,1,1,1,5,4,1,4,3,3,4,1,5,5,5,3,4,4,2,2,1,4,7,7,5,4,5,1,1,2,2,40000,3,3,5,1,0,1,0,0,0,0,0,0,0,2,1,1,3,58,75,3,1,5,5,3,1,9,1,1,9,2,2,5,2,50000,5,3,4,4,5,5,3,4,3,4,3,5,80,80,80,80,70,80,70,80,80,0,-2,-2
7407,3,1,24,70,110,2015/8/11 17:05,1,70,1,1,1,4,2,28440,4,80,0,1,0,0,0,0,0,0,0,170,138,5,4,4,4,1,3,2,1,5,1,1,1,5,3,3,5,4,4,4,5,5,5,5,4,4,2,2,5,2,2,6,6,5,4,5,1,1,2,2,28440,2,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,46,67,1,1,5,5,1,1,2,1,1,2,2,2,3,2,50000,5,4,4,4,4,4,2,4,4,4,1,4,50,40,60,40,50,50,50,40,60,0,-1,-3
7408,3,2,18,52,85,2015/7/21 10:10,2,49,1,1,1,4,2,0,1,100,0,0,1,0,0,0,0,0,0,158,120,3,5,4,1,1,1,1,1,5,1,1,1,5,3,5,5,4,5,5,5,5,5,5,4,3,1,3,7,1,3,1,1,1,1,4,1,1,2,2,70000,7,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,28,52,3,1,1,2,1,1,2,1,1,2,2,2,4,2,100000,5,3,4,4,5,5,1,4,3,3,1,5,80,80,80,70,70,70,70,70,70,0,0,-3
7409,3,2,11,31,54,2015/7/17 16:08,2,37,1,1,1,4,4,0,1,36,0,0,0,0,0,0,0,0,1,156,98,5,4,3,1,3,2,2,2,5,4,3,1,4,3,4,4,3,4,2,2,5,5,2,3,4,2,3,5,1,2,5,3,8,2,5,1,1,2,2,55000,4,3,1,1,0,1,0,0,0,0,0,0,0,2,0,2,3,12,39,4,1,1,1,3,1,2,3,1,2,2,1,4,2,100000,4,2,4,2,4,4,2,4,2,4,2,2,80,90,80,80,80,90,80,80,90,2,3,-2
7410,3,1,18,55,89,2015/7/25 12:18,1,27,1,1,1,3,2,10000,1,60,0,0,0,0,0,0,0,0,1,180,150,5,4,4,2,2,1,1,1,3,4,1,2,4,2,4,4,4,4,4,4,5,5,1,1,3,1,3,3,1,4,5,4,9,4,1,1,2,2,2,30000,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27,4,0,1,3,1,1,2,1,1,2,2,2,4,3,80000,4,4,4,4,4,4,4,3,3,3,3,4,60,60,60,60,60,60,60,60,60,1,4,0
7411,2,1,6,15,31,2015/8/9 14:09,2,33,1,1,1,6,4,30000,1,120,0,0,1,0,0,0,0,0,0,155,130,3,3,3,1,1,2,2,2,4,4,1,2,4,3,3,3,4,3,2,2,5,3,1,3,3,3,2,2,2,3,5,4,6,4,1,1,1,2,2,60000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,2,2,3,10,39,6,1,1,1,3,1,2,3,1,2,2,1,4,3,50000,3,3,3,3,5,3,2,3,3,3,2,3,60,60,60,60,60,60,60,60,60,1,1,-6
7412,2,1,15,41,72,2015/7/16 19:25,2,37,1,1,1,4,4,0,1,110,0,0,1,0,0,0,0,0,0,163,110,4,5,4,1,1,1,1,1,4,4,2,2,5,3,4,5,4,4,2,2,5,4,2,3,3,1,2,3,2,3,6,5,6,4,4,1,1,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,15,38,4,1,1,1,1,1,2,1,1,2,2,2,4,2,20000,4,3,3,3,4,2,2,3,2,2,1,3,70,70,60,70,70,80,70,70,80,1,0,-1
7413,2,1,1,1,3,2015/9/17 14:59,1,68,1,1,1,4,4,29280,1,49,0,1,0,1,0,0,0,0,0,185,80,2,2,2,2,1,4,2,1,4,4,1,1,5,2,1,5,4,5,5,5,3,5,1,1,4,1,3,3,4,2,2,2,5,5,5,1,1,1,2,59280,2,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,3,36,36,4,1,2,5,2,1,1,2,1,5,3,2,4,3,40000,3,3,3,3,3,3,3,4,2,3,1,3,60,50,70,70,60,60,70,70,70,0,3,-32
7414,0,1,5,11,27,2015/7/28 9:26,1,56,1,1,1,4,4,30000,2,60,0,0,0,0,0,0,0,0,1,170,70,4,4,4,1,2,4,4,4,4,2,1,2,4,4,1,4,3,3,3,2,4,5,5,3,3,2,3,3,2,2,3,2,5,2,5,2,1,2,2,70000,2,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,3,0,52,1,1,1,1,1,4,2,1,1,15,2,1,4,2,100000,2,2,2,2,4,3,2,3,2,2,1,2,60,60,60,60,60,50,60,60,50,1,2,-4
7415,3,1,8,19,41,2015/8/8 13:43,2,40,4,0,8,3,4,0,1,120,0,1,1,0,0,0,0,0,0,168,110,3,3,3,4,1,1,1,1,3,1,1,1,5,3,5,5,3,5,5,5,5,3,5,3,3,1,7,7,1,3,4,3,7,4,4,1,1,2,2,60000,4,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,3,23,44,10,4,4,1,4,4,1,1,1,2,2,2,2,3,40000,4,4,4,4,4,4,4,4,3,3,2,4,90,80,80,80,70,90,80,80,70,1,3,-4
7416,2,1,16,46,77,2015/7/27 18:43,1,31,1,1,1,3,4,60000,1,75,0,0,0,0,0,0,0,0,1,175,120,5,4,4,1,3,1,1,2,2,3,1,3,4,4,4,3,4,2,3,3,5,5,2,3,3,2,2,2,2,3,5,1,6,1,1,1,2,2,2,80000,1,3,4,2,0,1,0,0,0,0,0,0,0,1,0,1,3,8,30,3,1,1,1,1,1,9,3,1,9,2,1,3,2,120000,3,3,3,3,5,5,3,3,3,3,1,5,70,70,70,65,68,56,67,66,76,4,1,-1
7417,4,2,17,50,83,2015/7/27 9:55,2,34,1,1,1,4,4,0,1,200,0,0,0,0,0,0,0,0,1,160,100,5,4,4,1,1,3,3,3,4,3,3,2,5,3,2,5,4,3,1,5,5,3,2,2,3,2,3,3,1,4,6,4,7,5,5,1,1,2,2,40000,4,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,3,0,38,3,0,1,5,4,1,1,4,1,2,2,1,4,3,100000,2,2,5,3,5,4,4,4,4,3,1,5,70,60,70,80,60,60,70,40,80,2,1,-4
7418,0,1,7,18,36,2015/8/9 14:37,1,24,1,1,1,10,4,0,2,50,0,0,0,0,0,0,0,0,1,170,110,5,5,3,4,3,1,1,1,1,5,5,5,5,4,5,5,4,3,3,4,5,5,1,1,2,2,3,3,1,3,1,1,6,2,1,2,2,2,2,10000,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,3,1,8,3,1,15,3,3,3,3,500000,3,3,3,3,5,4,4,5,4,4,3,1,50,40,70,30,60,30,50,70,30,0,5,0
7419,3,2,6,17,33,2015/8/4 9:30,1,21,1,1,1,6,2,30000,4,300,0,0,0,0,1,0,0,0,0,160,92,3,4,3,1,1,1,4,1,5,5,4,1,3,3,2,3,4,3,1,3,5,5,1,4,3,3,2,3,2,2,6,2,10,5,1,1,2,2,2,700000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,4,0,1,3,7,4,4,3,1,2,2,1,4,2,72000,4,4,3,3,4,4,3,3,2,2,1,3,70,80,80,70,70,70,70,60,70,4,4,0
7420,3,1,24,71,111,2015/8/10 13:23,2,38,1,1,1,9,4,0,1,150,0,1,0,0,0,0,0,0,0,160,110,5,5,4,4,1,2,3,1,2,4,4,2,5,1,2,5,2,3,2,1,5,1,1,4,4,4,2,2,3,2,5,4,6,4,1,1,2,2,2,9048000,3,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,11,38,9,4,5,1,3,1,5,1,1,2,2,1,3,2,100000,4,4,4,4,4,4,3,3,3,4,3,4,60,60,50,60,60,50,60,60,50,1,1,0
7421,4,1,10,27,50,2015/7/25 20:08,1,31,1,1,1,3,2,10000,1,180,0,1,0,0,0,0,0,0,0,170,130,3,4,5,4,1,1,1,1,2,1,5,5,5,4,5,5,1,2,5,1,5,5,1,3,4,2,2,2,6,1,5,5,5,5,1,2,2,2,2,20000,6,3,1,2,0,0,1,0,0,0,0,0,0,1,1,2,3,9,31,3,1,4,6,4,4,2,3,1,2,2,2,4,2,10000,4,4,4,4,4,4,3,3,4,3,3,3,60,50,0,0,0,0,20,60,60,0,0,0
7422,3,1,7,18,38,2015/8/7 15:21,2,67,1,1,1,4,4,24000,1,51,0,0,1,0,0,0,0,0,0,160,120,2,3,4,2,1,2,2,3,4,1,1,1,4,4,3,5,4,4,5,1,5,5,5,1,4,2,3,3,1,4,5,5,5,4,5,1,1,2,2,52000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,42,70,6,1,2,5,4,1,1,2,1,12,2,1,4,2,30000,4,3,4,4,4,3,3,4,3,3,1,4,70,80,70,70,80,70,70,70,70,0,0,-3
7423,3,2,3,6,13,2015/9/25 11:20,1,67,1,1,1,4,2,35000,1,180,0,1,0,1,0,0,0,0,0,170,120,2,1,4,1,2,1,1,1,4,1,1,1,5,5,5,5,4,5,2,5,5,5,5,4,4,1,2,7,1,1,1,1,1,1,3,1,1,2,2,5000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,42,61,1,1,1,4,1,1,2,1,1,2,3,2,2,2,80000,3,3,3,3,5,4,3,3,5,2,1,4,70,60,0,70,70,60,80,60,0,0,0,-6
7424,2,2,26,74,114,2015/8/6 14:53,1,42,1,1,1,3,3,20000,1,70,0,1,0,0,0,0,0,0,0,170,105,4,5,4,1,1,1,1,1,5,2,2,1,5,4,5,5,4,4,4,3,5,5,5,5,3,1,1,5,3,1,2,1,4,1,3,1,2,2,2,40000,7,3,1,2,0,1,0,0,0,0,0,0,0,1,3,2,3,22,44,3,1,1,3,1,1,2,1,1,2,2,2,3,3,50000,3,2,3,2,4,3,2,4,2,2,1,5,80,40,20,30,40,50,50,70,60,1,2,2
7425,2,1,21,64,100,2015/7/15 9:39,1,72,1,1,1,1,1,5160,1,86,0,1,0,0,0,0,0,0,0,147,145,2,2,3,4,1,1,1,2,2,1,1,3,5,2,5,5,3,2,5,2,5,3,5,4,3,1,1,3,1,5,4,3,5,3,4,2,2,2,2,55000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,7,0,72,4,0,1,3,1,1,2,1,1,2,3,2,4,2,15000,4,4,4,4,5,4,3,4,4,4,3,4,80,75,75,80,75,75,85,80,75,1,1,0
7426,3,2,10,26,48,2015/7/26 22:06,1,29,1,1,1,6,4,20000,1,150,0,0,0,0,1,0,0,0,0,175,160,5,5,5,1,1,2,2,2,3,3,3,2,5,4,5,5,4,4,5,4,5,5,3,3,2,2,2,2,1,3,5,6,5,5,1,1,2,2,2,50000,5,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,6,29,4,1,1,3,4,1,5,4,1,2,2,2,4,2,50000,4,4,4,3,5,5,4,5,3,5,2,4,70,60,50,70,60,60,50,60,70,-1,0,0
7427,3,1,2,4,11,2015/8/1 10:46,2,72,1,0,4,3,4,2000,1,100,0,1,0,0,0,0,0,0,0,155,132,2,2,5,4,1,2,2,2,4,1,1,1,5,2,4,4,2,2,4,5,4,5,5,3,4,2,3,3,2,3,5,5,6,5,5,1,1,2,2,40000,1,3,5,2,0,1,0,0,0,0,0,0,0,3,1,0,7,52,72,4,0,1,3,1,1,5,1,1,2,2,2,4,3,50000,4,3,3,3,3,3,3,3,3,3,3,3,80,60,70,70,70,70,70,70,70,0,1,0
7428,3,1,13,36,67,2015/9/11 19:07,1,26,1,1,1,12,4,0,1,140,0,0,0,0,1,0,0,0,0,168,110,5,5,5,2,1,1,1,1,4,5,4,1,3,3,5,5,3,3,2,3,5,5,1,3,2,2,3,3,2,4,5,1,8,5,1,1,1,1,1,100000,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26,4,0,1,3,12,1,1,12,4,1,2,1,5,2,60000,5,4,2,2,5,5,3,3,3,3,3,3,60,70,60,60,80,70,60,70,80,4,3,0
7429,3,1,6,13,29,2015/8/11 19:06,2,61,1,1,1,1,1,14400,1,60,0,0,0,1,0,0,0,0,0,160,100,5,4,4,1,1,3,1,1,4,1,1,1,5,5,2,5,4,4,5,5,5,5,5,2,2,1,1,5,1,4,4,3,5,3,4,1,1,2,2,14400,1,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,7,36,61,4,0,1,3,1,1,2,1,1,2,2,2,4,2,30000,4,4,4,4,4,4,4,4,4,4,4,4,80,80,80,80,80,80,80,80,80,1,1,0
7430,2,2,11,31,54,2015/7/22 9:37,2,80,1,1,4,2,1,20000,1,185,0,0,1,0,0,0,0,0,0,160,100,4,3,4,1,1,2,2,4,4,1,1,2,5,3,3,3,3,2,3,2,5,3,5,3,2,2,3,2,2,2,4,2,5,1,3,1,1,2,2,25000,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,55,81,2,4,2,5,3,1,2,1,1,2,2,3,2,2,70000,3,2,3,3,2,2,3,3,3,2,2,4,95,80,50,50,50,50,60,60,70,2,1,-1
7431,3,2,18,51,84,2015/7/28 9:08,2,46,1,1,1,3,4,12000,1,120,0,0,1,0,0,0,0,0,0,157,140,4,4,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,3,5,5,1,5,2,4,1,3,3,2,4,5,4,7,4,3,1,1,2,2,35000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,26,48,4,1,1,3,3,1,2,1,1,2,2,1,4,2,3000,4,3,3,3,5,4,3,4,4,3,1,4,80,85,70,76,70,80,78,70,70,1,2,-2
7432,3,1,11,31,54,2015/7/20 17:20,1,76,1,1,1,10,4,36000,1,90,0,0,0,1,0,0,0,0,0,170,110,3,5,4,1,1,1,1,4,4,1,1,1,5,3,4,3,5,5,2,1,5,5,5,1,4,2,3,3,1,4,7,7,8,5,5,1,1,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0,7,52,76,4,0,1,3,1,1,2,1,1,2,1,3,3,2,40000,5,4,4,4,5,5,4,4,3,3,2,2,70,80,70,70,60,60,70,60,70,0,1,0
7433,3,2,13,35,65,2015/9/21 17:39,2,75,6,1,1,1,1,0,1,250,1,0,0,0,0,0,0,0,0,158,130,2,2,2,1,1,2,2,1,5,2,1,1,5,3,4,5,4,4,5,5,5,5,5,2,4,1,2,2,1,4,4,3,5,2,4,1,2,2,2,21140,4,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,53,77,1,1,1,4,3,1,2,1,1,2,2,3,4,2,30000,2,3,2,2,3,4,2,4,2,3,1,5,80,85,70,80,70,90,80,70,70,1,1,-2
7434,3,1,27,77,117,2015/7/20 13:08,2,61,1,1,1,11,4,25000,4,100,0,0,1,0,0,0,0,0,0,160,110,5,5,5,2,2,2,2,5,5,5,1,1,5,2,4,4,4,4,2,1,4,4,1,2,4,4,6,5,6,3,5,5,5,7,1,1,1,2,2,50000,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,34,61,11,4,2,1,1,1,1,3,4,1,2,2,4,2,50000,5,5,4,4,5,4,4,3,3,5,1,5,50,60,80,60,40,70,60,50,60,0,0,0
7435,2,1,1,1,5,2015/9/7 9:03,2,66,1,1,1,6,4,30000,1,40,0,0,0,0,0,0,0,1,0,155,100,3,4,4,2,1,3,3,3,4,2,1,1,5,2,2,3,2,1,3,1,5,2,5,4,4,2,1,2,2,3,5,4,5,3,5,1,1,2,2,30000,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,66,4,0,1,3,3,1,2,1,1,2,2,2,3,2,50000,4,4,4,4,4,4,4,4,4,4,3,4,80,60,60,60,60,60,60,60,60,1,0,0
7436,3,1,10,26,48,2015/7/31 11:31,1,24,1,1,1,12,4,0,2,110,0,0,0,0,1,0,0,0,0,175,130,4,4,4,2,3,2,2,2,3,5,3,3,4,3,2,4,4,3,2,2,4,4,1,2,4,4,4,3,6,4,6,6,8,6,6,1,2,2,2,80000,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,6,1,9,6,1,9,2,2,4,2,80000,5,5,5,4,5,4,3,5,4,4,2,2,70,80,75,80,60,70,60,80,80,0,2,0
7437,0,1,29,82,125,2015/7/20 9:53,1,24,1,1,1,11,4,70000,4,75,0,0,0,0,1,0,0,0,0,167,110,4,4,3,2,2,1,4,2,5,5,5,2,3,3,3,3,4,3,4,3,4,4,4,1,2,2,3,3,3,3,6,4,8,6,1,2,2,1,2,40000,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,9,1,10,4,1,6,1,2,3,3,150000,4,4,3,3,5,4,4,4,5,4,5,2,95,80,80,75,60,80,80,80,80,2,2,0
7438,2,1,21,64,102,2015/7/16 19:25,2,60,1,0,6,4,4,10800,1,15,0,1,0,0,0,0,0,0,0,156,118,3,5,2,4,1,1,1,1,5,1,1,1,5,3,5,5,4,4,5,2,5,5,5,5,5,1,1,6,1,2,1,1,1,5,5,1,1,2,2,60000,2,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,7,37,60,4,0,1,3,2,1,16,2,1,13,3,1,5,2,24000,4,3,5,4,5,5,4,4,3,5,4,5,60,50,0,60,80,80,20,0,0,0,0,0
7439,3,2,15,43,74,2015/7/15 14:37,1,63,1,1,1,1,1,10000,1,200,0,1,0,0,0,0,0,0,0,171,130,4,4,4,1,1,1,1,2,5,1,1,1,5,5,5,5,4,4,4,3,5,5,5,2,2,2,4,6,1,4,4,3,4,2,3,1,2,2,2,15000,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,40,63,3,1,1,5,1,1,2,1,1,2,2,2,3,2,5000,4,4,4,4,4,3,3,3,3,3,2,4,80,80,80,80,80,80,80,80,80,1,0,0
7440,3,2,22,65,104,2015/7/10 8:43,1,73,1,1,1,3,3,0,1,100,0,0,0,1,0,0,0,0,0,147,120,4,5,5,1,1,2,3,3,5,1,1,1,5,3,2,5,3,3,5,2,5,5,5,3,4,1,2,2,3,4,4,3,5,2,4,1,1,2,2,60000,2,3,2,2,0,1,0,0,0,0,0,0,0,2,0,0,3,49,68,3,1,1,4,3,1,2,1,1,2,2,1,5,2,50000,4,4,4,4,4,4,3,4,3,3,3,5,90,90,90,90,90,90,90,90,90,1,1,-5
7441,3,2,2,5,12,2015/8/9 9:52,2,45,8,0,4,3,2,5000,1,80,0,0,1,0,0,0,0,0,0,160,140,3,3,4,1,1,1,1,1,5,1,1,1,5,5,5,5,2,2,5,5,5,4,5,4,2,1,2,2,1,4,4,3,6,3,3,1,1,2,2,15000,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,27,49,3,1,1,3,1,1,2,1,1,2,3,1,4,3,50000,4,4,4,4,4,4,2,4,3,4,2,5,100,50,80,70,70,80,80,80,80,1,2,-4
7442,3,1,26,76,116,2015/9/29 0:36,2,36,1,1,1,4,4,30000,1,80,0,1,1,0,0,0,0,0,0,155,90,3,4,4,2,1,2,2,2,4,3,3,1,4,3,4,4,3,3,4,3,5,2,3,2,2,2,3,3,2,4,5,3,7,1,1,1,2,2,2,100000,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,20,41,6,1,2,1,3,1,3,1,1,2,2,1,3,2,70000,3,3,3,3,3,3,3,3,4,5,2,4,90,79,56,56,75,75,78,98,79,2,2,-5
7443,3,2,10,24,46,2015/7/25 21:02,1,31,1,1,1,10,4,50000,1,200,0,1,0,0,0,0,0,0,0,170,120,4,4,4,1,1,2,2,1,5,4,1,1,5,4,2,5,4,4,5,3,5,5,2,3,3,3,3,5,1,4,6,4,7,3,3,1,1,2,2,50000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,6,30,7,1,1,3,3,1,2,1,1,2,2,1,4,2,100000,4,4,4,4,4,4,4,4,4,4,4,4,80,80,90,50,70,80,90,70,80,2,1,-1
7444,3,1,24,72,112,2015/8/1 19:13,2,23,1,1,1,7,4,120000,1,100,0,0,0,0,1,0,0,0,0,155,100,4,4,4,2,1,2,2,2,3,5,4,1,3,3,4,2,3,2,4,2,4,5,1,4,4,4,2,2,1,2,3,3,3,3,1,1,2,2,2,150000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23,4,0,1,3,3,1,5,3,1,9,2,2,4,2,150000,4,4,3,3,4,4,3,4,2,3,1,3,70,70,70,80,70,80,80,80,70,0,0,0
